target_file,vuln_file,patch_file,datail,predict
./processed/gregkh@@linux-v5.15.9/fib6_purge_rt@@@net@#@ipv6@#@ip6_fib.c,./cache/old_new_funcs/vul/sample/CVE-2023-6200_CWE-XXXX-XXXX_dade3f6a1e4e35a5ae916d5e78b3229ec34c78ec_CVE-2023-6200_dade3f6a1e4e35a5ae916d5e78b3229ec34c78ec_ip6_fib.c_1.1_fib6_purge_rt_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2023-6200_CWE-XXXX-XXXX_dade3f6a1e4e35a5ae916d5e78b3229ec34c78ec_CVE-2023-6200_dade3f6a1e4e35a5ae916d5e78b3229ec34c78ec_ip6_fib.c_1.1_fib6_purge_rt_NEW.vul,[False],False
./processed/gregkh@@linux-v5.15.9/persistent_prepare_exception@@@drivers@#@md@#@dm-snap-persistent.c,./cache/old_new_funcs/vul/sample/CVE-2013-4299_CWE-XXXX-XXXX_e9c6a182649f4259db704ae15a91ac820e63b0ca_CVE-2013-4299_e9c6a182649f4259db704ae15a91ac820e63b0ca_dm-snap-persistent.c_1.1_persistent_prepare_exception_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2013-4299_CWE-XXXX-XXXX_e9c6a182649f4259db704ae15a91ac820e63b0ca_CVE-2013-4299_e9c6a182649f4259db704ae15a91ac820e63b0ca_dm-snap-persistent.c_1.1_persistent_prepare_exception_NEW.vul,[False],False
./processed/gregkh@@linux-v5.15.9/vxlan_gro_receive@@@drivers@#@net@#@vxlan.c,./cache/old_new_funcs/vul/sample/CVE-2016-7039_CWE-XXXX-XXXX_fcd91dd449867c6bfe56a81cabba76b829fd05cd_CVE-2016-7039_fcd91dd449867c6bfe56a81cabba76b829fd05cd_vxlan.c_1.1_vxlan_gro_receive_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2016-7039_CWE-XXXX-XXXX_fcd91dd449867c6bfe56a81cabba76b829fd05cd_CVE-2016-7039_fcd91dd449867c6bfe56a81cabba76b829fd05cd_vxlan.c_1.1_vxlan_gro_receive_NEW.vul,[False],False
./processed/gregkh@@linux-v5.15.9/rose_start_t2timer@@@net@#@rose@#@rose_timer.c,./cache/old_new_funcs/vul/sample/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_t1timer_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_t1timer_NEW.vul,"[True, True, True, 0.8, 0.6]",True
./processed/gregkh@@linux-v5.15.9/rose_start_t2timer@@@net@#@rose@#@rose_timer.c,./cache/old_new_funcs/vul/sample/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_t2timer_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_t2timer_NEW.vul,"[True, True, True, 1.0, 0.6991150442477876]",True
./processed/gregkh@@linux-v5.15.9/rose_start_t2timer@@@net@#@rose@#@rose_timer.c,./cache/old_new_funcs/vul/sample/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_t3timer_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_t3timer_NEW.vul,"[True, True, True, 0.8, 0.6]",True
./processed/gregkh@@linux-v5.15.9/rose_start_t2timer@@@net@#@rose@#@rose_timer.c,./cache/old_new_funcs/vul/sample/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_hbtimer_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2022-2318_CWE-XXXX-XXXX_9cc02ede696272c5271a401e4f27c262359bc2f6_CVE-2022-2318_9cc02ede696272c5271a401e4f27c262359bc2f6_rose_timer.c_1.1_rose_start_hbtimer_NEW.vul,"[True, True, True, 0.8, 0.6]",True
./processed/gregkh@@linux-v5.15.9/qca_serdev_probe@@@drivers@#@bluetooth@#@hci_qca.c,./cache/old_new_funcs/vul/sample/CVE-2023-23002_CWE-XXXX-XXXX_6845667146a28c09b5dfc401c1ad112374087944_CVE-2023-23002_6845667146a28c09b5dfc401c1ad112374087944_hci_qca.c_1.1_qca_serdev_probe_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2023-23002_CWE-XXXX-XXXX_6845667146a28c09b5dfc401c1ad112374087944_CVE-2023-23002_6845667146a28c09b5dfc401c1ad112374087944_hci_qca.c_1.1_qca_serdev_probe_NEW.vul,"[True, True, True, 0.9941234084231146, 0.9494756911344138]",True
./processed/gregkh@@linux-v5.15.9/qrtr_endpoint_post@@@net@#@qrtr@#@qrtr.c,./cache/old_new_funcs/vul/sample/CVE-2021-3743_CWE-XXXX-XXXX_7e78c597c3ebfd0cb329aa09a838734147e4f117_CVE-2021-3743_7e78c597c3ebfd0cb329aa09a838734147e4f117_qrtr.c_1.1_qrtr_endpoint_post_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2021-3743_CWE-XXXX-XXXX_7e78c597c3ebfd0cb329aa09a838734147e4f117_CVE-2021-3743_7e78c597c3ebfd0cb329aa09a838734147e4f117_qrtr.c_1.1_qrtr_endpoint_post_NEW.vul,[False],False
./processed/gregkh@@linux-v5.15.9/qca_serdev_probe@@@drivers@#@bluetooth@#@hci_qca.c,./cache/old_new_funcs/vul/sample/CVE-2023-23002_CWE-XXXX-XXXX_6845667146a28c09b5dfc401c1ad112374087944_CVE-2023-23002_6845667146a28c09b5dfc401c1ad112374087944_hci_qca.c_1.1_qca_serdev_probe_OLD.vul,./cache/old_new_funcs/no_vul/CVE-2023-23002_CWE-XXXX-XXXX_6845667146a28c09b5dfc401c1ad112374087944_CVE-2023-23002_6845667146a28c09b5dfc401c1ad112374087944_hci_qca.c_1.1_qca_serdev_probe_NEW.vul,['no vuln_file emb'],True
